id,objeto,estado,categoria,tipo_procedimiento,comprador,proveedor,monto,moneda,fecha_publicacion,fecha_adjudicacion,fecha_contrato,url_muni
ocds-03ad3f-248663-1,MANTENIMIENTO Y REPARACION DE ASCENSORES DEL PALACETE MUNICIPAL,cancelled,services,Concurso de Ofertas,Municipalidad de Asunción,,360000000,PYG,2013-09-05T09:46:41-04:00,,,https://www.contrataciones.gov.py/licitaciones/convocatoria/248663-mantenimiento-reparacion-ascensores-palacete-municipal.html
ocds-03ad3f-469363-1,Reacondicionamiento arquitectónico del Centro Abierto para la atención de niños y adolescentes,unsuccessful,works,Licitación Pública Nacional,Municipalidad de Asunción,,1094608649,PYG,2025-06-25T15:21:19-04:00,,,https://www.contrataciones.gov.py/licitaciones/convocatoria/1f0160d8-97bf-6c48-8959-f9c6f13f8c86.html
ocds-03ad3f-456223-1,CONSULTORIA PARA UN ESTUDIO DE DEMANDA DEL NUEVO SISTEMA INTEGRADO DE TRANSPORTE PUBLICO DE PASAJEROS DE LA CIUDAD DE ASUNCION - PRESUPUESTO FIJO - SEGUNDO LLAMADO.,complete,goods,Menor cuantía nacional,Municipalidad de Asunción,,524866667,PYG,2025-06-27T15:11:51-04:00,,,https://www.contrataciones.gov.py/licitaciones/convocatoria/1ef80f25-1b73-6b3e-b4e6-0b64170d67e8.html
ocds-03ad3f-466074-1,SERVICIO DE MANTENIMIENTO EDILICIO PARA EL CENTRO PARAGUAYO JAPONES,complete,works,Menor cuantía nacional,Municipalidad de Asunción,,527795507,PYG,2025-06-24T15:15:40-04:00,,,https://www.contrataciones.gov.py/licitaciones/convocatoria/1f02c2cb-083e-653c-991b-13b202f52fc4.html
ocds-03ad3f-458764-1,ADQUISICION DE ALIMENTOS PARA EL COMEDOR OBRERO DEL JBZA,complete,services,Menor cuantía nacional,Municipalidad de Asunción,,100000184,PYG,2025-04-23T16:23:33-04:00,,,https://www.contrataciones.gov.py/licitaciones/convocatoria/1f006475-cdc6-6b8a-9dd0-f30cb29df9a1.html
ocds-03ad3f-458284-1,PROVISIÓN DE COMBUSTIBLE - AD REFERÉNDUM - PLURIANUAL,complete,services,Licitación Pública Nacional,Municipalidad de Asunción,PETROLEOS DEL SUR S.A.,40000000000,PYG,2025-03-19T11:45:07-04:00,2025-05-28T00:00:00-04:00,,https://www.contrataciones.gov.py/licitaciones/convocatoria/1efae5c0-1a26-632a-b9dd-0b32875b166b.html
ocds-03ad3f-410946-1,ADQUISICION DE ALIMENTOS NO PERECEDEROS PARA LAS VICTIMAS DEL INCENDIO DEL YCUA BOLAÑOS - BOTANICO - PLURIANUAL,complete,goods,Licitación Pública Nacional,Municipalidad de Asunción,BELTROM SA ,239445000,PYG,2023-06-16T16:04:55-04:00,2023-11-02T12:00:00-04:00,2023-12-15T12:00:00-04:00,https://www.contrataciones.gov.py/licitaciones/convocatoria/410946-adquisicion-alimentos-no-perecederos-victimas-incendio-ycua-bolanos-botanico-plurian-1.html
ocds-03ad3f-425619-1,ALQUILER DE EQUIPOS PARA EXAMENES PSICOTECNICOS Y EXAMENES DE VISTA Y OIDO - AD REFERENDUM,complete,services,Contratación Directa,Municipalidad de Asunción,NORMA VILLALBA CANTERO,205700000,PYG,2023-12-12T09:27:52-04:00,2024-01-24T12:00:00-04:00,2024-02-09T12:00:00-04:00,https://www.contrataciones.gov.py/licitaciones/convocatoria/425619-alquiler-equipos-examenes-psicotecnicos-examenes-vista-oido-ad-referendum-1.html
ocds-03ad3f-465374-1,PROVISION DE MATERIALES PARA LA IMPRESION DE TARJETAS DE HABILITACION DE RODADOS EN PVC Y PRECINTAS AUTOADHESIVAS PARA VEHICULOS CABINADOS Y NO CABINADOS,complete,services,Menor cuantía nacional,Municipalidad de Asunción,WINNER S. R. L.,533899500,PYG,2025-05-13T15:12:25-04:00,2025-06-20T00:00:00-04:00,,https://www.contrataciones.gov.py/licitaciones/convocatoria/1f0213c7-d6b8-69ac-a54c-fb264ef57d3a.html
ocds-03ad3f-425869-1,Provisión de Alimentos para el CDI Concejalitos de la Junta Municipal de Asunción,complete,goods,Contratación Directa,Municipalidad de Asunción,MARILIA INDUSTRIAL SRL,190244720,PYG,2023-10-05T17:16:37-04:00,2023-12-29T12:00:00-04:00,2024-02-29T12:00:00-04:00,https://www.contrataciones.gov.py/licitaciones/convocatoria/425869-provision-alimentos-cdi-concejalitos-junta-municipal-asuncion-1.html
ocds-03ad3f-257794-1,COMPRA DE PIEDRA TRITURADA,cancelled,goods,Licitación Pública Nacional,Municipalidad de Asunción,,3000000000,PYG,2013-09-03T14:13:47-04:00,,,https://www.contrataciones.gov.py/licitaciones/convocatoria/257794-compra-piedra-triturada.html
ocds-03ad3f-277658-1,MANTENIMIENTO Y REPARACION DE ASCENSORES DEL PALACETE MUNICIPAL ,cancelled,services,Concurso de Ofertas,Municipalidad de Asunción,,560000000,PYG,2014-08-27T16:46:33-04:00,,,https://www.contrataciones.gov.py/licitaciones/convocatoria/277658-mantenimiento-reparacion-ascensores-palacete-municipal.html
ocds-03ad3f-449723-1,ADQUISICIÓN DE REPUESTOS PARA ELÁSTICOS PARA CAMIONES DE LA DIRECCIÓN DE SERVICIOS URBANOS  - AD REFERENDUM - PLURIANUAL,complete,services,Licitación Pública Nacional,Municipalidad de Asunción,,1800000000,PYG,2025-03-24T15:40:23-04:00,,,https://www.contrataciones.gov.py/licitaciones/convocatoria/1eefd94f-893f-6c08-94a4-454b54dc1898.html
ocds-03ad3f-235115-1,ADQUISICION DE MATERIALES PARA VIVIENDAS DE PUNTA KARAPA,cancelled,goods,Concurso de Ofertas,Municipalidad de Asunción,,201478000,PYG,2012-11-15T15:00:32-04:00,,,https://www.contrataciones.gov.py/licitaciones/convocatoria/235115-adquisicion-materiales-viviendas-punta-karapa.html
ocds-03ad3f-413105-1,CD N° 06/22 PROVISIÓN DE PLACAS Y MEDALLAS PARA CEREMONIAL DE LA JUNTA MUNICIPAL DE ASUNCIÓN,complete,services,Contratación Directa,Municipalidad de Asunción,MADERA Y METAL S.R.L.,30000000,PYG,2022-10-31T09:16:27-04:00,2023-08-04T12:00:00-04:00,2023-08-31T12:00:00-04:00,https://www.contrataciones.gov.py/licitaciones/convocatoria/413105-cd-n-06-22-provision-placas-medallas-ceremonial-junta-municipal-asuncion-1.html
ocds-03ad3f-406162-1,REVITALIZACION DE LA PLAZA NACIONES UNIDAS - PLURIANUAL,complete,works,Licitación Pública Nacional,Municipalidad de Asunción,D Y D ARQUITECTURA Y CONSTRUCCION S.R.L.,2094771779,PYG,2022-09-24T13:06:30-04:00,2022-11-24T12:00:00-04:00,2023-01-13T12:00:00-04:00,https://www.contrataciones.gov.py/licitaciones/convocatoria/406162-revitalizacion-plaza-naciones-unidas-plurianual-1.html
ocds-03ad3f-291580-1,"MANTENIMIENTO Y REPARACION DE A.A. INDIVIDUALES,SPLIT Y CENTRALES TIPO COMPACTAS UBICADAS EN TODAS LAS DEPENDENCIAS MUNICIPALES",cancelled,services,Concurso de Ofertas,Municipalidad de Asunción,,360000000,PYG,2015-08-28T08:11:46-04:00,,,https://www.contrataciones.gov.py/licitaciones/convocatoria/291580-mantenimiento-reparacion-a-a-individuales-split-centrales-tipo-compactas-ubicadas-to-1.html
ocds-03ad3f-199887-1,SERVICIO DE MANTENIMIENTO Y REPARACION DE ASCENSORES,cancelled,services,Concurso de Ofertas,Municipalidad de Asunción,,180400380,PYG,2010-12-03T17:16:04-04:00,,,https://www.contrataciones.gov.py/licitaciones/convocatoria/199887-servicio-mantenimiento-reparacion-ascensores.html
ocds-03ad3f-468252-1,ADQUISICION DE INSUMOS ODONTOLOGICOS PARA EL POLICLINICO MUNICIPAL,complete,services,Menor cuantía nacional,Municipalidad de Asunción,,130191090,PYG,2025-10-02T15:02:02-04:00,,,https://www.contrataciones.gov.py/licitaciones/convocatoria/1f03b065-cd75-6ac0-ad1c-d90509d0a23d.html
ocds-03ad3f-445886-1,ADQUISICIÓN DE CUBIERTAS PARA CAMIONES Y MAQUINARIAS DE LA DIRECCIÓN DE SERVICIOS URBANOS - PLURIANUAL,complete,services,Licitación Pública Nacional,Municipalidad de Asunción,PRESTIGIO DEL SUR S.R.L,1290580000,PYG,2024-09-19T18:52:36-04:00,2025-03-13T00:00:00-04:00,,https://www.contrataciones.gov.py/licitaciones/convocatoria/1ef1f59c-1e8b-6450-9d6e-3b3df9b8f896.html
ocds-03ad3f-475949-1,ALQUILER DE CAMIONES RECOLECTORES COMPACTADORES PARA SERVICIO NOCTURNO PARA LA DIRECCION DE SERVICIOS URBANOS,unsuccessful,goods,Menor cuantía nacional,Municipalidad de Asunción,,557040000,PYG,2025-10-10T10:04:16-04:00,,,https://www.contrataciones.gov.py/licitaciones/convocatoria/1f099714-8ee7-66be-b56d-25a8ba4bd0d9.html
ocds-03ad3f-468485-1,ADQUISICIÓN DE LECHE PARA FUNCIONARIOS - PLURIANUAL,unsuccessful,services,Menor cuantía nacional,Municipalidad de Asunción,,216000000,PYG,2025-10-09T11:15:36-04:00,,,https://www.contrataciones.gov.py/licitaciones/convocatoria/1f01eb78-46d0-6398-9563-dfcce4583218.html
ocds-03ad3f-468488-1,PROVISIÓN DE ALIMENTOS PARA EL CDI CONCEJALITOS DE LA JUNTA MUNICIPAL DE ASUNCIÓN  - PLURIANUAL,unsuccessful,services,Menor cuantía nacional,Municipalidad de Asunción,,210270190,PYG,2025-10-10T16:01:32-04:00,,,https://www.contrataciones.gov.py/licitaciones/convocatoria/1f067e7e-ff80-6c56-a126-b536b0b896d4.html
ocds-03ad3f-432244-1,"PROVISION, INSTALACION Y PUESTA EN FUNCIONAMIENTO DEL SISTEMA DE RED DEL CENTRO DE CONTROL ATMS",complete,goods,Contratación por Excepción,Municipalidad de Asunción,COMTEL SOCIEDAD ANÓNIMA,30999380000,PYG,2023-08-25T17:17:52-04:00,2023-10-17T12:00:00-04:00,2023-11-02T12:00:00-04:00,https://www.contrataciones.gov.py/licitaciones/convocatoria/432244-provision-instalacion-puesta-funcionamiento-sistema-red-centro-control-atms-1.html
ocds-03ad3f-375797-1,ADQUISICION Y RENOVACION DE LICENCIAS DE SOFTWARE PARA LA DIRECCION DE TIC.,complete,goods,Concurso de Ofertas,Municipalidad de Asunción,TRONIX S.R.L.,345000000,PYG,2023-04-28T15:54:35-04:00,2023-07-18T12:00:00-04:00,2023-08-18T12:00:00-04:00,https://www.contrataciones.gov.py/licitaciones/convocatoria/375797-adquisicion-renovacion-licencias-software-direccion-tic-1.html
ocds-03ad3f-425702-1,MANTENIMIENTO Y REMODELACIÓN INTERIOR DEL EDIFICIO DE LA JUNTA MUNICIPAL DE ASUNCIÓN,complete,services,Concurso de Ofertas,Municipalidad de Asunción,DIEGO JOAQUIN RODRIGUEZ BARRIOS,504927787,PYG,2023-09-14T11:02:41-04:00,2024-04-17T12:00:00-04:00,2024-08-07T12:00:00-04:00,https://www.contrataciones.gov.py/licitaciones/convocatoria/425702-mantenimiento-remodelacion-interior-edificio-junta-municipal-asuncion-1.html
ocds-03ad3f-468466-1,ALQUILER DE EQUIPOS PARA EXAMENES PSICOTECNICOS Y EXAMENES DE VISTA Y OIDO - PLURIANUAL,complete,goods,Menor cuantía nacional,Municipalidad de Asunción,NORMA VILLALBA CANTERO,511060000,PYG,2025-10-07T09:54:47-04:00,2025-11-20T00:00:00-04:00,,https://www.contrataciones.gov.py/licitaciones/convocatoria/1f04d27b-34d0-64da-a2ca-8f48727b9cc3.html
ocds-03ad3f-473411-1,CONTRATACION DE SEGUROS PARA EL EDIFICIO DEL INSTITUTO MUNICIPAL DE ARTE Y FLOTA DE CAMIONES DE LA DIRECCION DE SERVICIOS URBANOS - PLURIANUAL,complete,goods,Menor cuantía nacional,Municipalidad de Asunción,ASEGURADORA TAJY PROPIEDAD COOPERATIVA S.A. DE SEGUROS ,525507330,PYG,2025-08-06T07:46:37-04:00,2025-11-07T00:00:00-04:00,,https://www.contrataciones.gov.py/licitaciones/convocatoria/1f06e134-5844-6974-ba85-071267c9b679.html
ocds-03ad3f-444178-1,"ADQUISICIÓN DE CHAPAS, PERFILES E INSUMOS METALICOS PARA EL JBZA",complete,services,Menor cuantía nacional,Municipalidad de Asunción,MARIA JULIA PLANAS GOMEZ DE BENITEZ,129829900,PYG,2024-10-09T15:23:43-04:00,2025-06-12T00:00:00-04:00,,https://www.contrataciones.gov.py/licitaciones/convocatoria/1ef80374-07d8-6050-8c3e-a3b457c30777.html
ocds-03ad3f-469807-1,ADQUISICION DE CARNES VARIAS PARA EL JBZA,complete,services,Menor cuantía nacional,Municipalidad de Asunción,TAPE PYTA SA,308833717,PYG,2025-06-20T09:56:10-04:00,2025-11-20T00:00:00-04:00,,https://www.contrataciones.gov.py/licitaciones/convocatoria/1f03fb4f-1584-67c4-9067-855453003a8b.html
ocds-03ad3f-475946-1,"SERVICIO DE RECOLECCION, TRANSPORTE, TRATAMIENTO Y DISPOSICION FINAL DE RESIDUOS PATOLOGICOS DE ORIGEN HOSPITALARIO - PLURIANUAL",complete,goods,Menor cuantía nacional,Municipalidad de Asunción,Consorcio Tesai Pora,550000000,PYG,2025-10-03T15:04:14-04:00,2025-11-07T00:00:00-04:00,,https://www.contrataciones.gov.py/licitaciones/convocatoria/1f09970c-bb16-69b8-9505-851314ff9904.html
ocds-03ad3f-475648-1,ADQUISICION DE PINTURA VIAL PARA LA DIRECCION DE VIALIDAD,complete,services,Menor cuantía nacional,Municipalidad de Asunción,SERVIAM PARAGUAY SOCIEDAD ANONIMA,478894310,PYG,2025-10-08T18:38:07-04:00,2025-11-20T00:00:00-04:00,,https://www.contrataciones.gov.py/licitaciones/convocatoria/1f0958dd-58a9-6e00-979c-f9b6059cdbe5.html
ocds-03ad3f-417588-1,MANTENIMIENTO Y REPARACION CON PROVISION DE REPUESTOS PARA MAQUINARIAS MARCA SCORZA Y ROMANELLI DE LA DIRECCION DE VIALIDAD - AD REFERENDUM,complete,services,Contratación por Excepción,Municipalidad de Asunción,HIDRAULICA DEL BRASIL S.A.,1736504160,PYG,2023-12-04T15:15:24-04:00,2024-02-27T12:00:00-04:00,2024-03-14T12:00:00-04:00,https://www.contrataciones.gov.py/licitaciones/convocatoria/417588-mantenimiento-reparacion-provision-repuestos-maquinarias-marca-scorza-romanelli-dire-1.html
ocds-03ad3f-432064-1,ALQUILER DE MAQUINARIAS PARA LA DIRECCION DE SERVICIOS URBANOS,complete,services,Licitación Pública Nacional,Municipalidad de Asunción,BERNARDA GONZALEZ MORINIGO,6477120000,PYG,2023-08-17T11:39:22-04:00,2023-10-24T12:00:00-04:00,2023-11-29T12:00:00-04:00,https://www.contrataciones.gov.py/licitaciones/convocatoria/432064-alquiler-maquinarias-direccion-servicios-urbanos-1.html
ocds-03ad3f-467506-1,ADQUISICIÓN DE ESCOBILLONES PARA LA DIRECCIÓN DE VIALIDAD - PLURIANUAL,complete,services,Menor cuantía nacional,Municipalidad de Asunción,JOSE ARNALDO PEREIRA CARDENA,169780000,PYG,2025-10-09T08:34:31-04:00,2025-11-20T00:00:00-04:00,,https://www.contrataciones.gov.py/licitaciones/convocatoria/1f097b26-1a9c-6dcc-82a9-69fe839d2b3f.html
ocds-03ad3f-469254-1,"Construcción, reparación y restauración de Instituciones educativas de la capital - Plurianual",complete,works,Licitación Pública Nacional,Municipalidad de Asunción,ALBERTO  SOSA LESCANO,2218878156,PYG,2025-09-30T16:06:34-04:00,2025-11-13T00:00:00-04:00,,https://www.contrataciones.gov.py/licitaciones/convocatoria/1f092f9b-0229-6af0-96f3-398a9c04e7c3.html
ocds-03ad3f-449012-1,"REPARACION, CONSTRUCCION Y RESTAURACION EN INSTITUCIONES EDUCATIVAS DE LA CAPITAL.",complete,works,Licitación Pública Nacional,Municipalidad de Asunción,MB EMPRENDIMIENTOS S.A.,650399191,PYG,2025-04-08T08:38:38-04:00,2025-07-10T00:00:00-04:00,,https://www.contrataciones.gov.py/licitaciones/convocatoria/1ef5fd6e-168d-6914-8c50-4540a64fea9d.html
